num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,cast_total_facebook_likes,facenumber_in_poster,language,country,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio
67,99,545,533,933,14567883,Action|Drama|Sci-Fi,2542,1,English,UK,R,75000000,722,6,2.35
130,84,10,394,3000,90820,Drama|Horror|Sci-Fi|Thriller,4368,0,English,USA,PG-13,,552,6,2.35
74,93,253,637,3000,5409517,Animation|Comedy|Fantasy,5580,0,English,USA,PG-13,75000000,889,4.7,1.85
114,113,212,568,2000,21009180,Action|Adventure|Drama|Thriller,4397,4,English,USA,PG-13,45000000,845,6.1,2.35
294,106,0,963,18000,94999143,Drama|Mystery|Sci-Fi|Thriller,33645,0,English,USA,PG-13,75000000,13000,7.2,2.35
308,91,22,1000,7000,336029560,Action|Animation|Comedy|Family|Sci-Fi,13616,0,English,USA,PG,74000000,4000,6.4,1.85
435,128,0,826,4000,36381716,Action|Fantasy,7067,4,English,USA,PG-13,82000000,2000,6.1,2.35
117,98,0,697,12000,55585389,Crime|Mystery|Thriller,15269,1,English,USA,R,69000000,854,5.9,2.35
108,134,272,215,548,36976367,Drama|Mystery|Sci-Fi|Thriller,1044,3,English,USA,PG-13,75000000,270,6,2.35
141,97,6,415,22000,107225164,Action|Animation|Comedy|Family,24350,0,English,USA,PG,73000000,1000,6.3,1.85
176,112,72,715,11000,70224196,Action|Adventure|Comedy|Romance|Thriller,13827,0,English,USA,PG-13,70000000,1000,5.6,2.35
230,153,0,130,11000,51814190,Comedy|Drama,11852,1,English,USA,R,75000000,561,6.4,1.85
234,110,532,461,3000,47456450,Action|Drama|Thriller,5187,1,English,USA,R,70000000,638,7.1,2.35
164,122,285,989,8000,148213377,Action|Comedy|Sport,12410,5,English,USA,PG-13,73000000,1000,6.6,2.35
91,87,41,574,1000,112950721,Comedy|Family|Fantasy,3287,0,English,USA,PG,72000000,692,4.6,2.35
132,178,0,403,906,75600000,Biography|Drama|History|War,1976,1,English,USA,R,72000000,466,8.4,2.35
262,125,0,210,15000,62647540,Action|Drama|War,15850,0,English,Germany,R,70000000,383,7.1,2.35
299,87,30,433,745,183132370,Adventure|Animation|Comedy,3086,0,English,USA,PG-13,75000000,440,7.4,2.35
128,152,0,745,940,27796042,Drama|Romance,4310,1,English,USA,PG,72000000,826,6.9,1.85
109,116,212,462,13000,32616869,Action|Drama|Sport,14780,0,English,USA,PG-13,72000000,658,4.5,2.35
88,109,218,8,21,18947630,Adventure|Drama|Family,55,0,English,France,PG,59660000,17,7.1,2.35
261,108,0,882,3000,114195633,Drama|Mystery|Romance|Thriller,7273,0,English,USA,PG-13,60000000,2000,6.5,1.85
73,85,84,595,1000,144156464,Comedy|Family|Fantasy,4166,0,English,USA,PG-13,71500000,1000,5.3,1.85
208,106,0,242,710,227965690,Drama|Sci-Fi|Thriller,1675,0,English,USA,PG-13,72000000,529,6.7,1.85
205,93,80,48,692,436471036,Adventure|Animation|Comedy|Family|Fantasy|Romance,1148,1,English,USA,PG,150000000,309,7.2,1.85
256,117,487,769,1000,244052771,Adventure|Animation|Comedy|Family|Sport,4905,0,English,USA,G,120000000,843,7.2,2.35
103,116,0,995,8000,152149590,Comedy|Romance,12790,2,English,USA,PG,70000000,3000,5.5,2.35
191,132,357,212,14000,141204016,Action|Adventure|Thriller,14790,0,English,USA,PG-13,70000000,223,5.8,2.35
147,92,5,726,870,162495848,Adventure|Animation|Comedy|Family|Fantasy,5217,0,English,USA,PG,74000000,861,6,1.85
79,139,2000,808,960,136448821,Crime|Thriller,3667,1,English,USA,R,80000000,848,6.6,1.85
486,153,16000,11000,13000,120523073,Adventure|Drama|War,36741,1,English,USA,R,75000000,11000,8.3,2.35
75,142,14000,5000,49000,119654900,Adventure|Comedy|Family|Fantasy,64259,1,English,USA,PG,70000000,8000,6.7,2.35
245,101,420,467,12000,72660029,Action|Adventure,16235,0,English,USA,PG-13,100000000,3000,6,2.35
142,124,212,576,13000,117541000,Action|Thriller,16595,0,English,USA,R,70000000,982,7.1,2.35
144,117,69,1000,10000,116643346,Action|Adventure|Crime|Thriller,14486,1,English,USA,PG-13,80000000,1000,6,2.35
39,45,,160,898,,Adventure|Drama|Fantasy|Mystery|Thriller,1430,0,English,USA,TV-14,,372,7.5,16
153,141,488,509,10000,100614858,Fantasy|Mystery|Romance|Sci-Fi|Thriller,11458,1,English,USA,R,68000000,834,6.9,1.85
284,110,0,559,3000,42272747,Drama|Fantasy|Mystery|Thriller,5609,1,English,USA,PG-13,70000000,579,5.6,1.85
247,109,545,727,886,80281096,Action|Horror|Sci-Fi|Thriller,3222,0,English,USA,PG-13,60000000,766,5.6,2.35
107,88,84,1000,1000,219613391,Animation|Comedy|Family|Fantasy|Music,5227,0,English,USA,PG,75000000,1000,4.5,1.85
141,124,130,841,4000,78120196,Action|Drama|History|War,6181,0,English,USA,R,75000000,973,7.1,2.35
358,119,845,992,18000,98895417,Action|Thriller,31782,3,English,USA,R,70000000,11000,6.5,2.35
160,103,906,748,1000,70117571,Action|Adventure|Sci-Fi|Thriller,6207,0,English,USA,PG,58000000,906,6.4,2.35
355,116,473,464,833,83552429,Action|Sci-Fi,4001,0,English,USA,PG-13,70000000,697,5.8,2.35
235,125,13000,883,12000,66257002,Adventure|Drama|Fantasy,16138,0,English,USA,PG-13,70000000,1000,8,1.37
59,125,0,184,443,65012000,Drama|Horror|Romance|Thriller,1439,1,English,USA,R,70000000,277,6.2,1.85
388,146,14000,979,25000,79883359,Drama|War,46726,1,English,USA,PG-13,66000000,19000,7.2,2.35
371,118,0,559,13000,78031620,Drama|War,27674,7,English,USA,PG-13,70000000,13000,6.1,2.35
82,171,0,638,2000,54222000,Adventure|Drama|Sci-Fi|Thriller,4074,0,English,USA,PG-13,69500000,650,7.6,2.35
297,136,0,17,903,52474616,Drama,1579,2,English,USA,PG-13,70000000,592,6.3,2.35
261,92,28,423,3000,55942830,Action|Drama|Fantasy|Horror|War,5178,1,English,USA,PG-13,70000000,692,6.3,2.35
120,116,380,774,18000,40932372,Action|Thriller,32563,0,English,USA,R,70000000,13000,6.3,2.35
228,127,905,271,15000,38345403,Adventure|Family|Fantasy|Romance,16034,8,English,UK,PG-13,70000000,588,7.7,2.35
76,136,218,400,11000,37901509,Adventure|Biography|Drama|History|War,12226,1,English,USA,PG-13,70000000,691,7,2.35
185,111,2000,244,17000,48430355,Comedy|Drama,18510,2,English,USA,PG-13,70000000,1000,5.3,2.35
128,116,541,384,12000,30157016,Action|Adventure|Comedy|Thriller,12993,2,English,USA,PG-13,70000000,405,5.6,2.35
237,113,43,452,12000,28031250,Action|Adventure|Horror|Sci-Fi,13517,0,English,UK,R,60000000,585,5.2,2.35
105,97,84,150,989,33105600,Action|Adventure|Comedy|Thriller,1576,1,English,USA,PG-13,70000000,229,5.4,1.37
242,88,24,324,5000,62321039,Action|Fantasy|Horror,5861,1,English,USA,R,70000000,327,6.4,2.35
360,136,163,66,394,38509342,Comedy|Drama|Musical|Romance,712,7,English,USA,PG-13,75000000,217,5.9,2.35
112,125,40,407,13000,19076815,Drama|War,15916,0,English,USA,R,60000000,787,6.3,2.35
189,116,5,748,26000,25093607,Action|Crime|Thriller,49608,2,English,UK,R,35000000,22000,6.5,2.35
151,98,323,390,1000,18990542,Action|Sci-Fi|Sport,2763,3,English,USA,R,70000000,841,3,2.35
92,91,8,298,349,14294842,Action|Crime|Sci-Fi|Thriller,1846,1,English,USA,R,70000000,324,3.6,2.35
79,97,13,695,11000,19819494,Action|Crime|Drama|Thriller,13628,0,English,USA,R,70000000,893,5.8,2.35
81,95,101,443,2000,13596911,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,3734,0,English,USA,PG,70000000,509,6.2,2.35
51,88,6,854,2000,8460990,Adventure|Animation|Family|Fantasy|Musical,6946,1,English,USA,PG,70000000,1000,5.6,
261,133,0,301,26000,7097125,Action|Crime|Drama|Mystery|Thriller,28129,1,English,USA,R,70000000,326,5.4,2.35
197,106,14,582,11000,37760080,Action|Adventure|Mystery|Sci-Fi|Thriller,12871,2,English,USA,PG,70000000,1000,6.1,1.85
159,116,105,246,844,5851188,Crime|Mystery|Thriller,1899,1,English,UK,R,70000000,729,4.2,2.35
286,115,101,585,13000,25121291,Action|Crime|Mystery|Sci-Fi|Thriller,15708,1,English,USA,R,50000000,1000,6.7,2.35
156,99,212,182,576,18821279,Action|Adventure|Fantasy,1520,0,English,USA,PG-13,70000000,358,4.2,2.35
176,124,31,497,11000,118471320,Action|Drama|Thriller,12556,0,English,USA,PG-13,68000000,655,6.4,2.35
293,124,171,10000,21000,300523113,Adventure|Drama|Fantasy|Romance,52547,3,English,USA,PG-13,68000000,17000,4.9,2.35
141,124,0,580,22000,71069884,Crime|Drama|Thriller,32871,0,English,USA,R,68000000,10000,6.8,2.35
304,87,275,975,7000,251501645,Animation|Comedy|Family,11608,0,English,USA,PG,69000000,2000,7.7,1.85
40,105,29,97,584,35324232,Action|Comedy|Crime|Drama|Thriller,1132,1,English,USA,R,68000000,220,5.6,2.35
280,125,3000,3000,14000,81257500,Comedy,30010,0,English,USA,R,68000000,11000,6.4,2.35
180,141,448,334,614,617840,Adventure|Drama|History|Romance,1829,2,English,Spain,R,70000000,451,7.2,2.35
125,121,18,776,1000,29655590,Action|Comedy|Fantasy|Sci-Fi,3986,4,English,USA,PG-13,65000000,855,6,1.85
237,111,101,681,966,45045037,Comedy|Romance,3393,3,English,USA,R,36000000,919,5.9,2.35
209,157,0,680,14000,28965197,Biography|Drama|Thriller,18216,1,English,USA,R,68000000,826,7.9,2.35
178,117,44,531,788,27550735,Action|Drama|History|Thriller,3524,0,English,USA,PG-13,,562,6.8,2.35
238,128,0,135,29000,39380442,Action|Drama|Thriller,29824,1,English,USA,R,70000000,149,7.1,2.35
190,114,116,982,7000,72980108,Comedy,10419,2,English,USA,PG-13,,1000,5.9,1.85
393,105,335,911,3000,37516013,Action|Fantasy|Horror,8281,0,English,USA,R,69000000,3000,5.9,2.35
138,113,36,232,537,87704396,Action|Crime|Romance|Thriller,1302,1,English,USA,PG-13,66000000,427,6.2,2.35
4,30,,359,995,,Comedy,2465,1,English,USA,TV-PG,,363,7.4,16
142,121,38,745,940,83892374,Drama|Mystery|Sci-Fi|Thriller,4230,0,English,USA,PG-13,66000000,826,7,2.35
90,102,4,112,14000,5932060,Action|Adventure|Fantasy|War,14625,0,English,UK,PG-13,35000000,394,5.4,2.35
219,169,14000,13000,15000,216119491,Action|Drama|War,44998,2,English,USA,R,70000000,14000,8.6,1.85
327,132,76,464,3000,43568507,Action|Crime|Drama|Thriller,7081,1,English,USA,PG-13,66000000,3000,6.5,2.35
149,127,278,912,2000,182805123,Comedy|Fantasy|Romance,5838,1,English,USA,PG-13,70000000,955,6.4,1.37
193,103,77,835,1000,176387405,Adventure|Animation|Comedy|Family,5437,0,English,USA,PG,59000000,939,7.6,1.85
175,136,759,354,11000,33685268,Drama|Horror|Sci-Fi|Thriller,12194,1,English,USA,R,68000000,599,5.5,2.35
538,150,14000,655,23000,182204440,Biography|Drama|History|War,25517,0,English,USA,PG-13,65000000,826,7.4,2.35
313,136,0,99,18000,171383253,Action|Sci-Fi,18563,3,English,USA,R,63000000,145,8.7,2.35
159,140,2000,552,15000,172071312,Adventure|Drama|History,17171,0,English,USA,PG,62000000,968,7.6,2.35
196,113,719,217,605,119412921,Action|Sci-Fi,1441,0,English,USA,R,65000000,308,7.5,1.85
80,104,54,775,901,139225854,Comedy|Family|Fantasy,5265,0,English,USA,G,60000000,857,5.5,1.85
488,158,0,11000,20000,148775460,Drama|Musical|Romance,46204,1,English,USA,PG-13,61000000,13000,7.6,1.85
153,119,0,744,15000,115731542,Comedy|Drama|Romance,17768,2,English,USA,PG,65000000,793,6.5,1.85
173,106,285,105,8000,100468793,Comedy,11264,2,English,USA,R,65000000,3000,6.9,2.35
156,136,258,94,12000,93771072,Action|Adventure|Comedy|Romance|Thriller|Western,12396,0,English,USA,PG-13,65000000,174,6.7,2.35
307,95,480,490,21000,100448498,Comedy|Drama,23018,3,English,USA,R,65000000,561,6.6,2.35
322,137,11000,465,769,115603980,Biography|Drama|Sport|War,2938,0,English,USA,PG-13,65000000,698,7.2,2.35
169,130,16000,416,16000,90454043,Action|Adventure|Thriller,17771,1,English,USA,PG-13,65000000,495,6.4,2.35
74,124,212,369,13000,84049211,Action|Adventure|Thriller,15229,1,English,USA,R,70000000,730,6.4,2.35
72,108,610,461,848,70450000,Action|Crime|Thriller,2913,2,English,USA,R,50000000,517,6,2.35
86,104,226,577,13000,69688384,Comedy|Family|Fantasy,16452,1,English,USA,PG,60000000,718,6.1,1.85
242,129,0,625,12000,70236496,Drama|History|Thriller,14421,0,English,USA,PG-13,63000000,1000,6,1.85
141,117,179,403,8000,63695760,Drama,12850,1,English,USA,PG-13,65000000,4000,6.4,1.85
313,99,119,174,600,59617068,Comedy|Romance,1375,0,English,USA,R,65000000,346,6.4,2.35
280,159,0,521,10000,55637680,Drama|Mystery|Thriller,11424,1,English,UK,R,65000000,580,7.3,1.66
176,118,87,929,2000,85911262,Comedy|Drama|Family|Musical,4796,6,English,USA,PG,65000000,1000,5.2,2.39
279,105,43,523,10000,53846915,Comedy|Crime|Drama|Romance,11943,0,English,USA,R,50100000,806,6.6,1.85
241,103,368,520,27000,54758461,Action|Comedy|Romance,29808,3,English,USA,PG-13,65000000,1000,6.3,2.35
185,122,687,957,16000,52397389,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,19764,0,English,USA,R,65000000,1000,5.9,2.35
97,114,468,919,1000,,Action|Drama|War,3860,0,English,USA,PG-13,16900000,1000,6.4,1.85
117,143,0,210,509,38966057,Comedy|Drama,1409,0,English,France,R,65000000,317,6.7,2.35
239,96,545,974,14000,42345531,Action|Horror|Sci-Fi|Thriller,17913,0,English,Germany,R,65000000,1000,5.4,2.35
230,111,545,805,26000,36064910,Action|Sci-Fi|Thriller,28643,4,English,USA,R,45000000,872,6.4,2.35
94,121,212,263,394,33328051,Action|Crime|Drama|Mystery|Thriller,1531,2,English,USA,R,65000000,380,6.7,2.35
134,135,138,184,324,32598931,Action|Drama|Thriller,1013,1,English,USA,R,65000000,192,6.2,2.35
136,101,4000,539,17000,28045540,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,32232,0,English,USA,PG,65000000,14000,6.1,1.85
315,151,21000,637,11000,37023395,Drama,13209,2,English,USA,R,63000000,783,8.8,2.35
96,131,368,383,11000,43532294,Drama|Sport,12088,0,English,USA,PG,65000000,529,7.1,2.35
14,60,,575,1000,,Crime|Drama|Mystery,3537,0,English,UK,,,773,8.1,
60,100,36,554,13000,17218080,Action|Adventure|Comedy,15944,0,English,USA,R,70000000,773,5.7,1.85
60,105,0,506,975,10014234,Comedy|Crime,3580,1,English,France,R,65000000,909,5,1.85
308,92,72,568,623,19059018,Action|Fantasy|Sci-Fi|Thriller,3165,0,English,Australia,PG-13,65000000,593,5.1,2.35
127,130,2000,25,268,1987287,Crime|Drama,450,0,English,UK,PG-13,50000000,85,6.9,2.35
196,100,38,1000,3000,24407944,Action|Crime|Fantasy|Thriller,7048,0,English,Canada,PG-13,43000000,1000,4.8,2.35
339,102,436,6000,23000,13750556,Action|Crime|Thriller,49433,3,English,USA,R,65000000,13000,6.5,1.85
96,133,521,970,11000,31054924,Drama|Mystery|Romance,16710,1,English,USA,R,64000000,1000,5.1,1.85
361,121,175,221,963,43247140,Adventure|Biography|Drama|History|Sport|Thriller,2131,0,English,UK,PG-13,55000000,580,7.1,2.35
226,147,670,16,177,2208939,Crime|Drama|Fantasy,253,0,English,Germany,R,50000000,27,7.5,2.35
194,94,116,481,645,213079163,Action|Comedy|Crime,2725,2,English,USA,PG-13,63000000,522,6.2,2.35
138,94,42,668,12000,19548064,Action|Animation|Comedy|Family|Sci-Fi,23365,1,English,Hong Kong,PG,65000000,9000,6.3,2.35
308,127,14000,191,967,356784000,Adventure|Sci-Fi|Thriller,2129,0,English,USA,PG-13,63000000,610,8.1,1.85
40,212,759,812,2000,25052000,Adventure|Biography|Crime|Drama|Western,5708,0,English,USA,PG-13,63000000,925,6.6,2.35
42,141,176,672,11000,122012710,Action|Crime|Drama|Thriller,14178,1,English,USA,PG-13,62000000,913,6.9,2.35
68,103,10,7,21,72413,Action|Adventure|Drama|History,58,3,Mandarin,China,R,65000000,18,6.1,2.35
78,98,322,723,979,58255287,Comedy|Crime,6334,1,English,USA,PG-13,64000000,862,4.3,1.85
178,116,84,563,11000,77086030,Action|War,14931,0,English,France,PG-13,62000000,919,6.6,2.35
75,114,0,452,524,65000000,Comedy|Drama|Romance,2668,0,English,USA,PG-13,62000000,517,6.8,2.35
150,87,12,645,3000,32178777,Comedy|Romance|Sport,6658,6,English,USA,PG-13,62000000,966,3.8,2.35
113,125,11,867,11000,15738632,Action|Comedy|Crime|Thriller,14536,2,English,USA,R,42000000,904,5.9,2.35
596,187,16000,1000,46000,54116191,Crime|Drama|Mystery|Thriller|Western,49912,1,English,USA,R,44000000,1000,7.9,2.76
191,93,8,970,8000,118153533,Comedy|Sport,13232,2,English,USA,PG-13,61000000,1000,6.3,1.85
156,95,25,439,989,108012170,Adventure|Animation|Comedy|Family|Fantasy,2558,0,English,USA,PG,63000000,664,5.5,1.85
460,117,0,447,18000,210592590,Action|Drama|Fantasy|War,32360,0,English,USA,R,65000000,13000,7.7,2.35
141,106,116,708,22000,279167575,Comedy|Romance,24938,6,English,USA,PG-13,80000000,713,6.3,1.85
180,115,64,664,2000,143151473,Comedy|Drama|Family,4811,0,English,USA,PG,60000000,899,7.1,2.35
186,189,0,693,15000,136801374,Crime|Drama|Fantasy|Mystery,17716,0,English,USA,R,60000000,745,8.5,1.85
177,100,12,311,419,168213584,Action|Adventure|Comedy,1412,3,English,USA,PG-13,,330,5.9,2.35
161,81,10,397,925,135381507,Adventure|Animation|Comedy|Family|Sci-Fi,2252,0,English,USA,G,150000000,729,5.8,1.85
568,149,21000,625,835,167735396,Crime|Drama|Mystery|Thriller,4348,0,English,USA,R,61000000,812,8.1,2.35
249,119,218,73,13000,121468960,Action|Mystery|Thriller,13249,1,English,USA,PG-13,60000000,147,7.9,2.35
137,130,258,345,394,106635996,Action|Adventure|Thriller,1784,2,English,UK,PG-13,58000000,387,7.2,2.35
113,116,165,475,577,102678089,Drama|Mystery|Thriller,2321,0,English,USA,R,95000000,501,6.3,2.35
213,103,608,576,2000,125603360,Comedy|Drama|Sci-Fi,3698,1,English,USA,PG,60000000,617,8.1,1.85
120,99,59,145,770,101217900,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,1195,2,English,USA,PG,70000000,263,7,1.85
81,92,41,522,1000,104148781,Comedy|Family,4050,1,English,USA,PG,60000000,955,5.5,1.85
265,109,175,459,18000,75573300,Action|Comedy|Crime|Drama|Thriller,20148,1,English,USA,R,61000000,497,6.7,2.35
105,87,6,405,3000,93375151,Action|Comedy|Family|Fantasy,4171,0,English,USA,PG,60000000,664,5.2,1.85
155,111,473,82,26000,106126012,Action|Crime|Thriller,35084,6,English,USA,PG-13,60000000,9000,7,2.35
118,101,30,268,1000,93307796,Comedy|Romance,2636,2,English,USA,PG-13,60000000,976,6.1,1.85
131,83,35,754,13000,90646554,Adventure|Animation|Comedy|Family,25788,0,English,USA,PG,105000000,11000,6.6,1.85
166,113,0,721,4000,109176215,Comedy,8172,6,English,USA,PG-13,60000000,722,5.5,1.85
60,107,12000,695,10000,82670733,Action|Drama|Sport,14006,0,English,USA,PG-13,60000000,3000,5.9,2.35
77,94,163,2000,12000,82569532,Adventure|Comedy|Family,20348,6,English,USA,PG,60000000,3000,5.4,2.35
249,132,47,240,988,81687587,Action|Sci-Fi|Thriller,2517,0,English,USA,PG-13,61000000,960,6.4,2.35
213,140,708,745,11000,80574010,Drama|Romance,20440,1,English,USA,PG-13,60000000,8000,5.7,1.85
121,125,420,627,12000,75764085,Comedy|Drama|Fantasy|Romance,16646,1,English,USA,PG-13,60000000,3000,6.7,2.35
315,111,124,357,13000,90356857,Action|Comedy|Crime|Thriller,24928,4,English,USA,PG-13,58000000,11000,7.1,2.35
171,156,0,1000,14000,75530832,Drama|Sport,20761,5,English,USA,R,55000000,2000,6.8,2.35
96,170,0,380,19000,75370763,Drama|Romance|Western,20683,0,English,USA,PG-13,60000000,1000,6.5,1.85
299,120,0,680,10000,100003492,Crime|Drama|Thriller,13581,0,English,USA,R,65000000,851,7.6,2.35
167,100,55,416,12000,90341670,Action|Adventure|Fantasy|Thriller,14611,4,English,USA,PG-13,60000000,1000,5.5,2.35
125,115,13,579,2000,74540762,Action|Drama|Thriller,4496,2,English,USA,PG-13,55000000,1000,6.5,1.85
387,130,188,1000,10000,80033643,Action|Crime|Mystery|Thriller,16385,2,English,USA,PG-13,60000000,3000,7,2.35
199,105,212,811,1000,73648142,Action|Sci-Fi|Thriller,3697,1,English,USA,R,60000000,975,5.8,2.35
136,111,197,6,433,71844424,Documentary|Music,679,0,English,USA,PG,60000000,208,7.3,1.78
436,106,0,175,13000,75638743,Drama|Thriller,13634,4,English,USA,PG-13,60000000,240,6.6,1.85
73,89,18,226,658,66734992,Action|Adventure|Comedy|Crime,1233,0,English,USA,PG,60000000,257,4.4,2.35
310,100,253,57,309,75280058,Animation|Family|Fantasy,647,1,English,USA,PG,60000000,229,7.7,1.85
323,91,0,751,11000,64505912,Sci-Fi|Thriller,13654,0,English,USA,R,48000000,946,5,1.85
171,146,12000,451,18000,77862546,Action|Crime|Drama|Thriller,20454,2,English,USA,R,70000000,992,7.7,2.35
76,98,48,722,21000,61112916,Comedy|Family|Fantasy,24664,0,English,USA,PG,50000000,936,4.4,2.35
173,101,480,767,881,88200225,Comedy|Crime,3943,5,English,USA,PG-13,60000000,869,6.1,2.35
81,94,32,626,854,60573641,Comedy|Family,4530,1,English,USA,PG,60000000,628,5.4,1.85
242,132,0,160,366,59035104,Action|Fantasy|Horror|Sci-Fi,1112,1,English,USA,PG-13,66000000,334,6.8,1.85
110,115,234,521,3000,56702901,Drama,4713,1,English,USA,PG-13,60000000,552,6.5,2.35
328,92,28,586,10000,55994557,Adventure|Animation|Comedy|Family|Fantasy,13597,0,English,USA,PG,60000000,884,7,2.35
83,124,105,460,24000,54910560,Action|Adventure|Crime|Thriller,38227,0,English,USA,R,60000000,13000,6.3,2.35
196,119,610,716,834,53789313,Action|Mystery|Sci-Fi|Thriller,3637,0,English,USA,PG-13,60000000,780,6.3,2.35
34,124,50,672,1000,51045801,Drama|Romance,3653,2,English,USA,PG-13,60000000,944,6.1,1.85
118,93,18,903,9000,50818750,Adventure|Animation|Comedy|Family|Fantasy,13403,0,English,UK,G,60000000,2000,6.1,2.35
8,22,,402,732,,Comedy|Romance,2064,3,English,USA,TV-PG,,607,7.3,1.78
81,98,11,107,966,50189179,Action|Comedy|Sci-Fi,2018,2,English,USA,PG-13,60000000,680,5.3,1.85
47,92,14,488,789,50024083,Action|Thriller,2318,1,English,USA,R,60000000,520,5.4,1.85
313,105,0,288,539,50549107,Action|Drama|Thriller,1411,3,English,USA,PG-13,60000000,394,6.2,2.35
315,124,737,14000,34000,56443482,Biography|Comedy|Drama,75793,3,English,USA,PG-13,60000000,22000,6.6,1.85
225,99,24,864,18000,62401264,Action|Crime|Drama|Thriller,20276,3,English,UK,R,60000000,992,5.9,2.35
223,116,0,672,1000,47748610,Action|Horror|Sci-Fi,3090,0,English,USA,R,75000000,720,6.3,2.35
198,124,845,295,650,46975183,Action|Crime|Drama|Mystery|Thriller,1640,0,English,USA,R,61000000,467,7.2,2.35
219,96,7,642,874,50807639,Adventure|Animation|Comedy|Family|Fantasy,3151,3,English,USA,PG,60000000,668,6.8,1.85
92,104,165,944,1000,46611204,Comedy|Drama|Fantasy|Romance,4294,1,English,USA,PG-13,48000000,967,6.1,2.35
435,100,97,2000,11000,257756197,Action|Adventure|Animation|Comedy|Family|Fantasy,22128,0,English,Australia,PG,60000000,8000,7.8,2.35
111,115,11,642,1000,48472213,Action|Comedy|Crime,4305,2,English,USA,PG-13,45000000,759,5,2.35
138,101,38,11000,23000,43060566,Action|Adventure|Fantasy|Sci-Fi|Thriller,53024,0,English,USA,PG-13,60000000,18000,6.2,2.35
415,113,181,300,33000,45996718,Action|Crime|Drama|Thriller,34738,3,English,USA,R,60000000,301,6.7,2.35
170,100,11000,485,10000,43337279,Adventure|Comedy,12258,2,English,USA,PG-13,60000000,1000,4.9,1.85
306,134,16000,204,13000,37479778,Biography|Drama|History|Sport,24458,1,English,USA,PG-13,60000000,11000,7.4,2.35
252,127,162,379,18000,36965395,Crime|Drama|Mystery|Thriller,19776,3,English,USA,PG-13,,748,7.1,2.35
211,125,209,896,8000,40559930,Comedy|Crime|Romance|Thriller,10623,0,English,USA,PG-13,60000000,1000,6.2,2.35
49,94,80,230,1000,36830057,Comedy|Family|Sci-Fi,2151,2,English,USA,PG,65000000,417,4.9,1.85
161,107,69,206,310,36279230,Action|Crime|Thriller,1352,0,English,USA,PG-13,60000000,219,6.1,2.35
156,91,2,480,12000,42194060,Adventure|Animation|Comedy|Family|Sci-Fi,22668,1,English,Spain,PG,70000000,10000,6.1,2.35
172,116,53,906,27000,43119879,Action|Adventure|Sci-Fi|Thriller,31224,0,English,USA,PG-13,60000000,1000,6.4,2.35
161,100,0,210,436,35096190,Comedy|Crime|Romance,1395,1,English,USA,PG-13,60000000,399,6.3,1.85
239,111,39,461,16000,35754555,Drama|Sport,17871,0,English,USA,PG-13,,897,6.8,2.35
258,117,258,896,2000,43290977,Crime|Drama|Mystery|Thriller,7053,1,English,UK,R,80000000,1000,6.6,2.35
95,110,0,308,510,33927476,Horror|Mystery|Sci-Fi|Thriller,1976,0,English,UK,R,40000000,344,5.7,2.35
105,96,11000,236,22000,32122249,Comedy|Crime,22889,1,English,USA,R,60000000,394,5.9,1.85
198,101,50,1000,22000,40076438,Action|Crime|Drama|Mystery|Thriller,38809,2,English,USA,R,60000000,14000,6,2.35
79,111,17,652,13000,32940507,Action|Crime|Drama|Thriller,16536,1,English,USA,R,60000000,968,6.1,2.35
210,117,456,569,21000,31670931,Biography|Drama|Music,23745,0,English,UK,PG-13,60000000,939,6.7,2.35
125,126,0,9000,13000,30695227,Drama|Fantasy|Sport,34774,3,English,USA,PG-13,60000000,10000,6.7,1.85
149,152,488,947,22000,32522352,Adventure|Comedy|Drama|Music,36897,1,English,USA,R,60000000,11000,7.9,1.85
77,86,25,265,13000,28424210,Animation|Comedy|Family|Fantasy,14918,0,English,UK,PG,,1000,5,1.85
77,101,93,218,287,26082914,Action|Adventure|Crime|Thriller,993,2,English,USA,PG-13,87000000,233,4.3,2.35
225,87,124,77,865,29136626,Action|Fantasy|Horror|Sci-Fi|Thriller,1417,0,English,USA,PG-13,60000000,441,5.7,2.35
98,85,0,82,11000,26288320,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,11301,0,English,USA,PG,60000000,102,6.7,1.66
172,130,545,552,722,26616590,Horror|Sci-Fi|Thriller,2525,0,English,UK,R,60000000,585,6.7,2.35
703,173,0,19000,26000,623279547,Action|Adventure|Sci-Fi,87697,3,English,USA,PG-13,220000000,21000,8.1,1.85
117,104,293,256,780,30063805,Drama|Fantasy|Mystery|Romance|Thriller,2109,0,English,USA,PG-13,60000000,265,6.1,2.35
240,121,0,854,19000,22518325,Crime|Drama|Mystery|Thriller,22833,0,English,Germany,R,50000000,972,5.6,2.35
123,140,23,579,11000,13082288,Action|Adventure|Drama|History|Romance|War,12634,1,English,UK,PG-13,60000000,779,6.6,2.35
110,131,37,507,968,18208078,Action|Drama|Thriller,3012,3,English,USA,R,60000000,848,6.9,2.35
